id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
828220011448386019,Perfect Austin Stay,51930753,Nicole,,78701,30.2716228,-97.7473996,Entire home/apt,509,1,0,,,1,364,0,
830262730133735180,The Bear Den,490828831,Alex,,78717,30.47527789230277,-97.78203921734178,Entire home/apt,,1,4,2023-04-17,0.16,1,0,0,
830330654413168745,Spacious Austin Home,275394830,Diana,,78724,30.27699,-97.61805,Entire home/apt,336,2,23,2025-03-09,1.77,1,5,22,
830453488183760060,"Pato’s House! 3 Airport,Tesla,Cota",115195481,Patrizio,,78725,30.23084,-97.58384,Private room,99,2,9,2024-04-10,0.38,3,170,1,
830466428357552596,"Pato’s House! 1 Airport, Tesla, Cota",115195481,Patrizio,,78725,30.2312,-97.58409,Private room,44,1,88,2025-02-28,3.53,3,174,23,
830542932459326610,Tom's Place at COTA,497809812,Thomas,,78744,30.167989454704973,-97.69570942535431,Private room,171,1,0,,,1,58,0,
830554457499559859,Okner Oasis,18115667,Tim,,78745,30.20409,-97.78991,Private room,79,2,77,2025-02-23,3.09,1,133,36,
830673318841940203,Multi Level space <8 min to DTATX,413747912,Ira,,78741,30.23453,-97.72853,Entire home/apt,179,8,63,2025-02-19,2.52,9,202,25,
830695233106768907,Lovely View Even Better Location,346606605,Bianca,,78741,30.242781262841092,-97.73454727737533,Entire home/apt,220,1,54,2025-02-16,2.27,1,0,31,
831055275070095410,"Near the heart of Austin ; Hot tub, sauna, pool",28522459,Gabe,,78704,30.243120993575953,-97.76266694068909,Entire home/apt,908,1,125,2025-03-02,5.43,4,237,63,
831116198672037822,NEW Luxe DT Austin Oasis | Pool | Casita,178065877,Dakota,,78702,30.258057822231024,-97.7138167303786,Entire home/apt,580,2,30,2024-10-07,1.23,24,227,15,
831160777336985313,Amazing Eastside Studio Backhouse,1863468,Annemarie Ellen,,78741,30.239273778571132,-97.69680632757373,Entire home/apt,110,1,173,2025-03-09,7.10,1,32,104,
831180589632382349,2nd Street Estate,36340058,Johnathan,,78745,30.219439,-97.775117,Entire home/apt,640,3,6,2024-03-03,0.26,2,0,0,
831312721865539983,Beautiful Townhome located right near downtown,502035402,Zack,,78741,30.22582,-97.73896,Entire home/apt,,2,3,2023-10-23,0.12,1,0,0,
831345334340639219,"Spacious Furnished Room & Bath, S. Austin",380199148,Fiyinfoluwa,,78745,30.194860545351926,-97.80833911244147,Private room,87,7,0,,,1,179,0,
831414501926494776,Relaxed SE Austin Rental,64971062,Laura,,78744,30.146279201655712,-97.72108123418582,Entire home/apt,300,2,40,2024-11-29,1.61,2,156,15,
831434368772776608,"New Construction, Minimalist Design/10 mins to DT",92854816,Mong,,78723,30.295140694477666,-97.69629699977631,Private room,,3,13,2024-06-03,0.53,3,3,4,
831469817319610743,Prime East DT flat to enjoy ATX,413747912,Ira,,78702,30.263068119762373,-97.73334262187207,Entire home/apt,249,8,59,2025-02-17,2.37,9,29,7,
831482969434978291,Austin GM A - Upgraded 3 Bed All In & Yours,501049108,Erna,,78758,30.3809482786206,-97.70956442451026,Entire home/apt,100,29,6,2023-05-14,0.24,11,4,0,
831490632989996546,"Welcome to Austin, Texas!",325460530,Andrew,,78745,30.214520118839097,-97.81102076613158,Entire home/apt,173,1,58,2025-03-09,2.94,1,321,30,
831608948331214994,SpaciousOasisRetreat|15mDT|LGPatio|Domain|Sleeps11,5289039,Christina,,78758,30.38828,-97.70167,Entire home/apt,331,2,83,2025-03-02,3.36,2,115,35,
831912382153063808,Urban Treehouse,184807339,Ryan,,78721,30.274557829328373,-97.68805561785295,Entire home/apt,119,2,46,2025-02-16,1.92,1,227,21,
831924217366309304,Lux Pool + Spacious Kid-Friendly House + 4BR,89741292,Jasper,,78726,30.43187,-97.82042,Entire home/apt,,3,15,2024-07-12,0.61,1,0,2,
831986113839116594,"Comfy, Spacious & Accessible S Austin Home",5321441,Nathan And Anna,,78745,30.209849495221732,-97.81204494889768,Entire home/apt,152,1,0,,,1,85,0,
832150614641137573,Austin Oasis | All King Beds | Private yard w/ BBQ,6598658,Brian,,78702,30.271081618139288,-97.72692562421321,Entire home/apt,530,3,110,2025-02-17,4.53,3,324,46,
832157516604163588,The Austin House,174658390,Valerie And Roan,,78737,30.22388,-97.89865,Entire home/apt,382,7,30,2024-09-09,1.44,1,62,14,
832178378483624571,Oriole M1 - Private Queen Room & Private Bath,501049108,Erna,,78753,30.360500020358025,-97.68862749462511,Private room,40,29,8,2025-02-11,0.34,11,65,5,
832229480337427264,Room B in the Blue House (Austin),246124494,Chi,,78728,30.45894,-97.6767,Private room,60,5,1,2023-03-19,0.04,2,80,0,
832255377611867112,Room A in The Blue House (Austin),246124494,Chi,,78728,30.45954,-97.67722,Private room,48,28,5,2024-09-01,0.34,2,0,3,
832530103642258834,Rooftop Oasis in Austin,8711198,Zaman,,78702,30.271441792513148,-97.7191935711848,Entire home/apt,,2,47,2024-12-22,1.90,1,4,19,
832730278744686241,SoCo/ DT  -  Yard/ Turf/ Cowboy Pool / Library,67949166,Sean,,78704,30.241912943515313,-97.74165079308679,Entire home/apt,229,1,22,2025-03-01,0.92,1,3,11,
832754400377302261,Condo 2 Mins to South Congress,60438291,Sharissa,,78704,30.25068532965766,-97.744667927721,Entire home/apt,170,2,106,2025-02-24,5.25,1,133,75,
832815217919196243,"Fabulous & Spacious Downtown, UT Austin Bungalow!",32079858,Lisa,,78722,30.28314719999999,-97.70507699999999,Entire home/apt,297,2,21,2025-01-04,0.86,11,345,10,
832909257779588522,Pet friendly Home in SW Austin!,38862416,Josh,,78745,30.21095,-97.81525,Entire home/apt,169,28,9,2024-12-02,0.37,1,61,2,
832947581715260474,Clean and Cozy Home (with Chickens),20080416,Rainer,,78753,30.345575818325017,-97.6892153676092,Private room,39,29,1,2024-06-23,0.12,1,236,1,
833008387042563990,4 Seasons Charm,177564101,Manuel,,78753,30.378311769783576,-97.6656227612455,Entire home/apt,83,1,22,2024-12-30,1.10,1,347,12,
833211660957921661,Spacious East Austin Home | Stocktank Pool | WFH,502442222,Brittanie,,78702,30.27918282328675,-97.71694730994061,Entire home/apt,425,3,9,2024-10-21,0.37,1,1,5,
833271763317947893,"Diamond at Kenzie - Modern 2-Bedroom, North Austin",407710536,Steven Michael,,78758,30.3991773,-97.72357269999999,Entire home/apt,,30,8,2024-11-25,0.50,3,172,4,
833393669331280860,Colorful & Spacious ~ 5* Location ~ 5M Downtown,303351290,Colin,,78723,30.307664380384296,-97.67549333005113,Entire home/apt,224,1,107,2025-03-03,4.32,9,336,50,
833589325123489395,Hilltop Haven,45112987,Lesley,,78738,30.32497,-97.97584,Entire home/apt,146,1,61,2025-03-02,2.52,2,30,33,
834073202989741112,Monthly Stay: Near Barton Springs & Zilker Park,283978114,Sudeep,,78704,30.25996679999999,-97.7737094,Entire home/apt,109,30,18,2024-11-11,0.87,1,186,5,
834223604243960752,Modern 2-Home Private Oasis w Pool & Hot Tub in DT,415706517,Black Opal,,78702,30.27349,-97.72423,Entire home/apt,718,1,19,2024-08-04,0.79,7,215,10,
834254845759173971,Master Bedroom in Austin,467145390,Mathias,,78724,30.2581,-97.58306,Private room,95,3,1,2023-03-18,0.04,3,365,0,
834279569970830769,CentralAustinCasitaJefferson Square35th UTmed dist,35085835,Mary,,78731,30.31045,-97.74965,Entire home/apt,93,1,65,2025-02-23,2.68,2,346,30,
834298751195524301,Walkability score of 92!,412860,Zenzi,,78702,30.2666277,-97.72425439999999,Private room,230,2,46,2025-03-05,1.89,2,77,24,
834301778220948144,Lakefront | Firepit | Pool | Close to Downtown,134386695,Marilyn,,78741,30.24563,-97.72806,Entire home/apt,178,2,30,2025-02-21,1.21,1,4,12,
834393421282080120,Modern Guesthouse Off SoCo,45614806,Evan Alicia,,78704,30.2506487,-97.7411822,Entire home/apt,379,2,10,2025-03-08,0.41,2,64,6,
834658018019500289,Huge home in Austin,83527160,Alex,,78758,30.4064498,-97.681775,Entire home/apt,,1,0,,,1,0,0,
834664324542816094,Perfectly Located Custom Home - 5 Min to Downtown,3323899,"Lindsey, Sean, And Baby J",,78702,30.25144,-97.72606,Entire home/apt,,2,2,2024-04-09,0.09,6,0,1,
834693084649571190,"Cozy space on the Lake, Walk Downtown for SXSW",35909007,Richard,,78741,30.24753,-97.73495,Entire home/apt,,2,0,,,1,0,0,
834712298192043412,Modern Southwestern 2BR near SoCo,72699326,Sarah,,78745,30.193738248859713,-97.7827820974297,Entire home/apt,182,2,66,2025-03-02,2.71,3,0,31,
834726340126320830,Stunning Group Travel Oasis | Private Heated Pool,459971230,Jason And Jillian,,78702,30.27108057104878,-97.7029998565782,Entire home/apt,148,1,149,2025-03-02,6.02,5,1,76,
835022699963129502,Austin - Northwest Hills - Gem! All New!,502817070,Iris And David,,78731,30.35444,-97.75939,Private room,94,1,52,2025-03-02,2.24,1,255,28,
835071303935371111,Treehouse in Central Austin,135241118,Jessica,,78701,30.28248,-97.74762,Entire home/apt,106,14,12,2024-08-11,0.50,1,164,9,
835314130398411911,Vintage 1963 Airstream/Avion Glamping Abode,527291370,Tanya,,78745,30.203271619605665,-97.8038642637444,Entire home/apt,88,1,29,2025-02-23,1.22,1,362,11,
835558267919032190,Beautiful nature retreat home in Austin,1279828,Andrew,,78738,30.3290272,-97.977891,Entire home/apt,273,2,2,2025-01-03,0.14,1,319,1,
835570665938099797,East side private room in house,137683491,Palmer,,78721,30.27184956574862,-97.68947521088717,Private room,100,1,0,,,1,178,0,
835660177286403249,Work Remote w/Monitor in Mueller New Home,92854816,Mong,,78723,30.295979054449123,-97.69830047509257,Private room,,3,19,2024-07-13,0.78,3,3,5,
835717142703407784,Prime Downtown Austin Gem w/Free Parking,502974369,Pedro Antonio,,78702,30.270513128992413,-97.7269771322608,Entire home/apt,394,2,75,2025-03-10,3.09,1,0,39,
836181585811219055,4 Bedroom/ 3.5 Bath with Stunning Renovatins,114174610,Meredith,,78758,30.3595331,-97.7110579,Entire home/apt,276,3,18,2025-02-03,0.79,5,320,10,
836394182484299620,Stylish Oasis in Austin,14885744,Crissa,,78747,30.14856,-97.78229,Entire home/apt,,2,15,2025-03-02,0.61,1,0,5,
836433590722009133,"Beautiful Cozy Home in Central ATX, mins to Dntwn",154472396,Andrey,,78731,30.321382801181322,-97.75210540741682,Entire home/apt,322,2,51,2025-03-01,2.07,1,326,23,
836512509759869364,"Minutes from SXSW, ACL, Downtown",503151584,Austin,,78723,30.29000786650856,-97.70259011791626,Entire home/apt,,2,0,,,1,0,0,
836582536713465375,"Cozy Eclectic w/ King Beds, Garage Parking & Yard",503162136,Shani,,78753,30.36805,-97.68595,Entire home/apt,158,30,15,2025-03-05,0.63,1,117,11,
836606360600230631,Charming 2 bed/2 bath apartment!,503165167,Shanimary,,78745,30.2023819,-97.7714846,Entire home/apt,127,2,11,2025-03-11,1.49,1,110,11,
836717872664603922,"Blueground | Downtown, gym, pool & w/d, nr Capitol",107434423,Blueground,,78701,30.2651009,-97.7422035,Entire home/apt,,31,0,,,111,2,0,
836894631497264233,City Escape: AustinGetaway Seasonal Pool,469584331,Sylvie,,78702,30.26635,-97.71136,Entire home/apt,153,1,70,2025-03-07,2.97,4,307,35,
836927765895923251,Luxury Apartment In South Austin-6 MIN to Downtown,485463751,Orianna,,78741,30.2324106,-97.73414059999999,Entire home/apt,,2,33,2024-07-21,1.35,1,0,9,
836959454812781535,Mid-Century Charmer,35038510,Loretta,,78723,30.3055495,-97.68433870000001,Entire home/apt,232,2,4,2024-04-09,0.17,1,88,1,
837060708074279168,Cute private bedroom and bath in North Austin,136101558,Nicole,,78703,30.30644283753005,-97.75225335803063,Private room,143,1,19,2024-10-20,0.82,2,364,5,
837120389454595061,Spacious & close to DT w/ patio & nearby dining,434375839,Tessa,,78741,30.244931755133006,-97.72791547961033,Entire home/apt,199,8,62,2025-01-21,2.50,10,11,30,
837163117750567429,Backyard Oasis in South Austin,65813052,Amanda,,78745,30.21062420233706,-97.78952571570218,Entire home/apt,141,2,50,2025-02-23,2.07,1,70,12,
837265299935378255,Comfy Blue ~ King & Queen Beds w/Fast Wi-Fi,303351290,Colin,,78723,30.30917,-97.67373,Entire home/apt,203,2,126,2025-02-27,5.14,9,332,68,
837274284984485432,Cozy & Spacious 2 Homes ~ Free Parking ~ 11 beds,303351290,Colin,,78723,30.309227609067545,-97.67346423548227,Entire home/apt,789,2,22,2025-01-26,0.98,9,332,6,
837294048778860254,2Bedroom -Downtown Austin Resort,79733183,Jake,,78701,30.27083933665616,-97.74858162406571,Entire home/apt,,2,0,,,5,76,0,
837299050784596878,Central 1Bedroom Condo - Austin,79733183,Jake,,78701,30.27232,-97.747,Entire home/apt,192,2,0,,,5,0,0,
837305979623084360,"Downtown Austin Studio, 8th St.",79733183,Jake,,78701,30.271657073969433,-97.74677944680572,Entire home/apt,227,2,0,,,5,86,0,
837309724110017782,Studio - Downtown Austin Resort!,79733183,Jake,,78701,30.27065021635363,-97.74674959751718,Entire home/apt,,2,0,,,5,89,0,
837557643865236279,"Updated 50s Bungalow, 10 min to DT & The Domain!",182774517,John,,78757,30.3531766,-97.7178878,Entire home/apt,229,1,13,2024-12-29,1.52,2,222,13,
837606417427165039,Bright Airy Rustic Home!,3837270,Christianne,,78729,30.458017324685272,-97.76425267587845,Private room,71,7,0,,,1,364,0,
837676371591191413,Mid-Mod McKinney Oasis for Four,10946910,Jonathan Ashley,,78744,30.195981352976315,-97.73507585491906,Entire home/apt,,2,25,2024-06-03,1.03,2,0,9,
837697297238536886,Hot Tub & Pool - Q2/Domain/ Downtown ATX,503404212,Brennan And Bobak,,78758,30.3729588,-97.694389,Entire home/apt,283,3,96,2025-03-06,3.96,2,144,53,
828292946339931108,"Peaceful, cozy, unique 2BR with a great location!",17215922,Kelly,,78723,30.31581684682444,-97.69746489556411,Entire home/apt,91,30,60,2024-12-07,2.45,1,340,8,
828398955532139657,Walkable East Austin Oasis,313622817,Luke,,78702,30.264415317943516,-97.71007720381021,Entire home/apt,219,3,22,2025-03-09,0.88,1,4,3,
828441194426924745,One bedroom apartment with garag,501419615,Amer,,78754,30.381385423806734,-97.65087515115738,Entire home/apt,122,30,0,,,1,179,0,
828475196960817138,Condo in Central Austin,254436618,Paola,,78704,30.2348884,-97.7646819,Entire home/apt,117,2,9,2024-05-25,0.37,1,87,2,
828590376619746962,Santorini Inspired | Firepit | Grill I Yoga,482375283,Rod And Anastasia,,78744,30.191379994744526,-97.70084533353572,Entire home/apt,136,2,23,2025-02-21,0.93,5,252,11,
828883383791653126,"Spacious, Pet Friendly, and Speedy Wi-Fi!",339261238,Christian,,78753,30.359702953634365,-97.69479389059575,Entire home/apt,85,28,10,2024-12-31,0.43,2,223,5,
828955717244231348,South Congress Oasis w/ Pool!,391343630,Clayton,,78745,30.214709872833957,-97.76518793228236,Entire home/apt,475,30,0,,,1,96,0,
828978207521498098,Corner Premium Downtown Suite * Rooftop Pool,30225950,Eastside Villas,,78701,30.25711,-97.73957,Entire home/apt,589,1,16,2025-03-04,0.66,41,183,13,
829012053562369962,Garage Apt in N. Central Austin,380960833,Ricardo,,78752,30.33373,-97.70851,Entire home/apt,102,2,60,2025-02-22,2.45,1,63,22,
829054546534860550,Cool off in this Downtown Modern Lux Condo w Pool,30225950,Eastside Villas,,78701,30.25593131672204,-97.74001290177947,Entire home/apt,499,1,8,2024-12-31,0.35,41,232,6,
829056907505424425,Mueller 2bd Apt w Pool and Balcony! 10mns from UT,60956974,Neema,,78723,30.301029099911617,-97.66282306353709,Entire home/apt,,12,0,,,1,358,0,
829488079827618468,Superb White Modern Farm House,11697746,One Fine BnB,,78702,30.27174,-97.71528,Entire home/apt,463,1,40,2024-12-15,1.62,22,1,10,
829615082989398649,Sculpture Falls House,124062404,Wally,,78746,30.2750063,-97.82426919999999,Entire home/apt,,2,6,2023-06-24,0.24,1,60,0,
829649054709714196,The Bee’s Knees | Gorgeous Getaway | Private Pool,459971230,Jason And Jillian,,78702,30.26843,-97.70138,Entire home/apt,140,1,155,2025-03-05,6.17,5,1,50,
829734340879473974,Oasis with backyard,538052,Subina,,78741,30.221141050371912,-97.69544984703674,Entire home/apt,,3,9,2023-05-28,0.36,2,0,0,
829749435393700765,"North Austin Abode: Sleeps 9, 10 Mins to Domain!",375699233,Stephen,,78729,30.4423782,-97.76040909999999,Entire home/apt,137,3,34,2025-03-11,5.28,1,42,34,
839054879573626671,Waterfront Home on Lake Travis,447606169,Grand Welcome Austin And Highland Lakes,,78734,30.37133,-97.9869,Entire home/apt,450,1,12,2025-01-01,0.54,57,354,7,
839088120150004578,"3BR dog-friendly home with pool, fenced yard, W/D",112304425,Vacasa Texas,,78730,30.37515,-97.84881,Entire home/apt,584,2,5,2024-10-14,0.21,7,358,1,
839115555215968490,Austin Vacation Rental 2 Mi to Lake Travis!,456475914,Evolve,,78732,30.39083,-97.88099,Entire home/apt,,2,3,2023-10-01,0.13,55,0,0,
839195061183787649,Newly renovated - Central Austin - Mins 2 Downtown,21507682,Gary,,78756,30.325188,-97.7446846,Entire home/apt,101,3,62,2025-02-21,2.58,7,118,26,
839198799357799760,Quintessential East Side Home,9165853,Steven And Chris,,78702,30.2581718318999,-97.73485395968007,Entire home/apt,,2,56,2024-11-17,2.30,1,0,26,
839216289072236653,"3BR Light-filled, pet-friendly central Austin home",87501956,Beverly,,78757,30.34403,-97.71772,Entire home/apt,197,2,44,2025-01-03,1.80,2,141,22,
839318622700558681,Barton Springs Apartment w/ Yard,55327527,Nick,,78746,30.25928952180563,-97.78772177050018,Entire home/apt,,2,1,2023-03-13,0.04,1,0,0,
839360722197145563,Dwntwn Luxury Penthouse w/ Giant Private Terrace,16431119,Kimberly,,78701,30.270601299159246,-97.74290487728413,Entire home/apt,,2,0,,,3,0,0,
839825958820293878,The Nomad Back House Getaway 8 Min. To Downtown,440211958,Nicolette,,78741,30.23586,-97.73142,Private room,117,1,91,2025-03-06,3.79,4,358,48,
839979062665915267,Bluebonnet Getaway,9931650,Gina,,78744,30.192127519976594,-97.74213204791232,Entire home/apt,215,2,42,2025-02-09,1.74,15,185,18,
840104372435964009,Zen Master Bedroom,301046946,Kim,,78741,30.231517755885008,-97.73017695081394,Private room,,2,21,2024-03-25,0.87,2,0,1,
840108453613788196,Little bungalow in East Austin,489106733,Jose,,78702,30.2572326,-97.7169266,Entire home/apt,154,2,35,2025-01-05,1.46,2,0,17,
840108714130464185,Cozy studio in East Austin,489106733,Jose,,78702,30.2572326,-97.7169266,Entire home/apt,120,2,36,2024-12-13,1.49,2,337,16,
840157010140456016,Cozy and Comfortable Home Away from Home,208149524,Angela,,78745,30.195987198770716,-97.84144761922198,Private room,60,2,7,2024-04-09,0.37,1,89,2,
840176551662141742,Cozy & quiet GuestSuite w/separate entrance |patio,437537851,Mr Punya,,78753,30.38804,-97.6556,Entire home/apt,95,1,134,2025-02-28,5.55,2,94,83,
840469092451936820,Bright Pool View Apt + Private Cabanas off N Lamar,285295166,Ames - Austin Vacay,,78756,30.31858,-97.73287,Entire home/apt,138,1,63,2025-01-30,2.59,19,302,22,
840477794683292635,Cozy 2-Bedroom Downtown Austin for up to 6ppl,63676653,Valerie,,78701,30.27045110799473,-97.74742335652407,Private room,,5,0,,,1,89,0,
840485580314483662,Budget Beauty~SoCo Private room~Parking!,587285606,Serita,,78704,30.22669,-97.75436,Private room,73,2,43,2025-02-24,1.80,34,328,17,
840486327946394769,Cozy Windsor Park Casita w/ tons of natural light,161830489,Carolyn,,78723,30.304119154902533,-97.68926702698406,Entire home/apt,,2,77,2025-03-03,3.44,1,0,31,
840488267226680318,Adorable N Lamar Living + Pool and Comfort for All,285295166,Ames - Austin Vacay,,78756,30.3189,-97.73083,Entire home/apt,184,1,69,2025-03-04,2.83,19,307,32,
840494267145470861,Dreamy Outdoor Space | New Design in Renovated Apt,285295166,Ames - Austin Vacay,,78756,30.320676520743067,-97.73278175513018,Entire home/apt,178,1,75,2025-02-24,3.07,19,321,36,
840522912910198192,Comfort & convenience for SXSW!,13995140,Tessa,,78704,30.24439948503383,-97.77569415727243,Entire home/apt,,4,0,,,1,0,0,
840611156048016935,Explore ATX from La Casita Azul!,45947978,Courtney,,78745,30.22522,-97.78085,Entire home/apt,,1,23,2025-02-18,0.94,1,10,7,
840805853522884653,SoCo Retreat~Master Bedroom+Shared Bath~Parking!,587285606,Serita,,78704,30.22456314399834,-97.75426537655888,Private room,74,2,35,2025-01-20,1.45,34,331,22,
840822930477637525,Home + Studio Apt | Near Dwntwn & UT!,6132706,Kristin,,78721,30.28376338480988,-97.6937586982667,Entire home/apt,315,2,18,2024-11-10,0.96,3,93,12,
840830137540145526,SOCO Park Creek View | The Perfect Location | Free,513841947,Alex,,78704,30.255723474047304,-97.74884995282505,Entire home/apt,125,1,74,2025-02-08,3.04,23,359,25,
840890781704621012,Stylish Downtown Retreat . Free Pkg.,513841947,Alex,,78704,30.25775,-97.74875,Entire home/apt,132,1,77,2025-02-23,3.18,23,358,27,
840926273829781090,SOCO Downtown View I Free Pkg,513841947,Alex,,78704,30.25792,-97.74751,Entire home/apt,139,1,76,2025-02-23,3.11,23,3,30,
841253211967002368,The Mission House | BBQ | Domain | Pool | Q2 |,504151509,Andrea,,78758,30.38718746757548,-97.68735343456873,Entire home/apt,,4,6,2024-04-09,0.27,1,0,1,
841286575531884230,Luxury Downtown Home,3976825,Alyshia,,78702,30.252772907087344,-97.7141709253192,Entire home/apt,,2,29,2025-01-01,1.54,1,0,28,
841363281551743551,So. Congress PARK VIEW | Free Pkg,513841947,Alex,,78704,30.257183564833177,-97.7486466419856,Entire home/apt,147,1,72,2025-02-22,2.96,23,359,30,
841365795889774589,Extended Stay Retreat: Cozy yet Spacious Tiny Gem!,34537451,Jacob,,78723,30.318624242240762,-97.69774562309776,Entire home/apt,99,2,69,2025-03-02,2.93,9,181,30,
841415325221299736,DT Modern 2Br Loft for ACL Walk to Nightlife,170633892,Olivia,,78701,30.257089777105374,-97.73894688836059,Entire home/apt,457,2,35,2024-10-14,1.47,3,3,14,
841479119162276419,South Austin Hideout,147412139,Camille,,78745,30.192815268568435,-97.8138468414545,Entire home/apt,78,30,0,,,1,317,0,
841487938405698774,Kenwood Kasita,12653486,Phil,,78704,30.2481679,-97.73673169999999,Entire home/apt,89,1,90,2025-03-12,3.91,2,0,37,
841535281132543067,"Private Room, South Austin",23656845,Andrew,,78744,30.158790959953446,-97.73140917634463,Private room,52,14,6,2024-10-22,0.25,1,0,1,
841571611432939501,Cozy Bungalow w/ Backyard - Perfect Location!,19692549,Juliet & Ohad,,78704,30.24978,-97.77947,Entire home/apt,225,2,72,2025-02-27,2.97,5,148,37,
841893018137747674,Zilker Zen,87554425,Christina,,78704,30.240195759657137,-97.77565149722496,Entire home/apt,,1,0,,,1,0,0,
841896772366886225,(Amazing Views) Rooftop Pool - Downtown Luxe condo,481610412,Jonathan,,78701,30.271002208778942,-97.74802767642578,Entire home/apt,477,1,40,2025-02-05,1.64,5,14,14,
841898375843326258,Charming Central Austin Bungalow,5765839,Richie,,78752,30.322410650234513,-97.71739035537628,Entire home/apt,224,3,4,2024-10-21,0.36,1,179,4,
841953998445828472,Heart of Downtown / Luxury Unit,390096427,Nick,,78701,30.270470185787726,-97.74767601976086,Entire home/apt,,2,9,2024-10-27,0.37,1,0,3,
841970247623273237,Secluded Rollingwood Oasis,3964834,Vicki,,78746,30.2783792,-97.7931026,Entire home/apt,,31,0,,,1,0,0,
842066613080484785,Luxury condo on Rainey Street,2578036,Matt,,78701,30.25753,-97.73968,Entire home/apt,481,180,0,,,2,365,0,
842100348177595821,Serene Studio,359695,Natalie,,78702,30.26607542394721,-97.72043678212106,Entire home/apt,112,2,44,2025-01-07,1.81,2,171,17,
842107969800406077,E. Austin Oasis Nr Downtown |Workspaces|Fast Wifi,12197907,Daniel,,78721,30.2753605,-97.696452,Entire home/apt,230,1,5,2024-10-06,0.24,3,285,2,
842125165642340842,Eastside Home for Live & Work,22808574,Heather,,78723,30.291408480001063,-97.67460350666173,Entire home/apt,284,3,7,2024-10-21,0.36,1,55,5,
842126175350759662,Contemporary Casa Casey ATX,43309790,Melissa,,78745,30.225271032774756,-97.78075417050131,Entire home/apt,236,2,87,2025-01-25,3.60,1,120,35,
842128808248437944,Comfy& stylish~5-star Location~ pool~ skyline view,438680036,Mercy,,78704,30.23955,-97.78441,Entire home/apt,139,2,57,2025-02-23,2.33,17,349,19,
842172962390556990,Austin City Limits Festival Private Condo For 4,500044475,Michael And Rose,,78701,30.27065,-97.74629,Entire home/apt,,3,0,,,2,0,0,
842177145309461776,NEW! Renovated 2b2b near Best Austin BBQ,29663671,Charles,,78745,30.20035636161562,-97.80797766979211,Entire home/apt,140,1,176,2024-12-21,7.28,1,152,103,
842210800255027218,10 sleeper with patio! Entire home near anywhere!,47078311,Celene,,78702,30.27599,-97.71265,Entire home/apt,254,2,5,2024-05-12,0.25,1,97,2,
842291873715211193,Spacious 4bd-East Austin hideout,79148267,Debonair Stays,,78724,30.289600272596925,-97.64617079445432,Entire home/apt,,2,8,2023-10-23,0.33,1,0,0,
842303790442179793,Luxury Studio perfect for SXSW,137406917,Anjali,,78701,30.27255,-97.7486,Private room,271,2,2,2024-10-20,0.17,4,259,2,
842330133668992367,Charming Eastside Home,2796131,Alice,,78723,30.3008807,-97.6832044,Entire home/apt,,14,2,2023-07-09,0.10,1,0,0,
842496984513529048,"Blueground | Domain, gym, pool & w/d, nr food",107434423,Blueground,,78758,30.4002609,-97.7232935,Entire home/apt,,31,0,,,111,27,0,
842621828067573964,Eastside Garden Level Studio!,64100175,John,,78702,30.266611494617408,-97.72946809814758,Entire home/apt,214,2,23,2024-11-10,1.07,2,160,11,
842664200760564648,Lamplight Village Inn,44386670,Huan,,78727,30.4225802,-97.6944314,Entire home/apt,132,1,125,2025-02-22,5.14,4,72,52,
842693589154968649,2BR Modern Luxury Home 12m from Airport,387661843,Lea,,78724,30.2917481,-97.6424567,Private room,,2,2,2023-04-15,0.08,2,0,0,
842743813834360959,(N)Modern 5BR Home Near Downtown - Peaceful,21507682,Gary,,78704,30.246596542822335,-97.77379862452717,Entire home/apt,,3,52,2025-01-01,2.13,7,0,24,
842773545357954239,"Airy 2BR king suite, fast WiFi, 8 min to Downtown",35817561,Jen And Steven,,78741,30.2213114,-97.7071601,Entire home/apt,164,1,55,2025-02-18,2.28,61,356,26,
842773720597962189,"Elegant 2BR king suite, fast WiFi, 8 min to DT",35817561,Jen And Steven,,78741,30.22256,-97.7053588,Entire home/apt,147,1,40,2025-02-26,1.70,61,356,16,
842773864137813738,"Chic 2BR king suite, fast WiFi, 8 min to Downtown",35817561,Jen And Steven,,78741,30.22256,-97.7053588,Entire home/apt,162,1,51,2025-02-28,2.08,61,3,22,
842832610180856120,"Serene Master w/Private Bath, Near UT Moody, DT",563370,Robert,,78702,30.277780610713187,-97.71692353406229,Private room,86,1,135,2025-03-09,5.56,3,58,63,
842834198445063220,Luxury Home in Central Austin,862888,Jessie,,78703,30.308317206908992,-97.75450748201148,Entire home/apt,781,3,0,,,1,219,0,
842847276192731767,Gertis southeast central home,22225907,Antwain,,78741,30.234296679631566,-97.69880278945644,Entire home/apt,199,2,36,2025-02-24,1.48,3,257,13,
842851543741179815,Cozy Bungalow + Minutes to Downtown - Ivory!,118565935,Renters Club,,78703,30.28252,-97.75971,Entire home/apt,326,1,4,2024-04-08,0.17,60,326,1,
842859967173206602,Empire Beats,500991000,Hajar,,78741,30.2297,-97.73659,Entire home/apt,504,3,17,2025-02-28,0.71,1,175,6,
